Time,cAMP__1_1_,cAMP__2_1_,cAMP__2_2_,cAMP__2_3_,cAMP__3_1_,cAMP__3_2_,cAMP__3_3_
  0.340000,90.4579628477821,3.025672871072224,3.025672871072224,3.025672871072224,0.155006179810835,0.155006179810835,0.155006179810835
  0.350000,90.19617694001126,3.104217867487554,3.104217867487554,3.104217867487554,0.1637231526645646,0.1637231526645646,0.1637231526645646
  0.360000,89.93540962437891,3.18221501218781,3.18221501218781,3.18221501218781,0.172648446518629,0.172648446518629,0.172648446518629
  0.370000,89.67565623664856,3.259668106841898,3.259668106841898,3.259668106841898,0.1817798144503259,0.1817798144503259,0.1817798144503259
  0.380000,89.41691211512457,3.336580946902277,3.336580946902277,3.336580946902277,0.1911150149045038,0.1911150149045038,0.1911150149045038
  0.390000,89.15917264349284,3.412957283437021,3.412957283437021,3.412957283437021,0.2006518355843806,0.2006518355843806,0.2006518355843806
  0.400000,88.90243322756662,3.488800844166427,3.488800844166427,3.488800844166427,0.2103880801653825,0.2103880801653825,0.2103880801653825
  0.410000,88.64668911112354,3.564115502056684,3.564115502056684,3.564115502056684,0.2203214610900084,0.2203214610900084,0.2203214610900084
  0.420000,88.39193584729624,3.638904842660932,3.638904842660932,3.638904842660932,0.230449875093847,0.230449875093847,0.230449875093847
  0.430000,88.13816891599024,3.713172515645547,3.713172515645547,3.713172515645547,0.2407711792090281,0.2407711792090281,0.2407711792090281
  0.440000,87.885383827018,3.786922139973553,3.786922139973553,3.786922139973553,0.2512832512021247,0.2512832512021247,0.2512832512021247
  0.450000,87.63357612009897,3.860157303904623,3.860157303904623,3.860157303904623,0.261983989574153,0.261983989574153,0.261983989574153
  0.460000,87.3827413648595,3.932881564995079,3.932881564995079,3.932881564995079,0.2728713135605724,0.2728713135605724,0.2728713135605724
  0.470000,87.13287516083291,4.005098450097893,4.005098450097893,4.005098450097893,0.2839431631312856,0.2839431631312856,0.2839431631312856
  0.480000,86.88397289124455,4.076811690148953,4.076811690148953,4.076811690148953,0.2951973462918344,0.2951973462918344,0.2951973462918344
  0.490000,86.63603013282312,4.14802482937811,4.14802482937811,4.14802482937811,0.3066317932422433,0.3066317932422433,0.3066317932422433
  0.500000,86.38904265921492,4.218741222053437,4.218741222053437,4.218741222053437,0.3182445584944624,0.3182445584944624,0.3182445584944624
  0.510000,86.14300614374567,4.288964315922375,4.288964315922375,4.288964315922375,0.330033636529719,0.330033636529719,0.330033636529719
  0.520000,85.89791628647053,4.358697531058995,4.358697531058995,4.358697531058995,0.3419970405930624,0.3419970405930624,0.3419970405930624
  0.530000,85.65376881417417,4.427944259864,4.427944259864,4.427944259864,0.3541328026933644,0.3541328026933644,0.3541328026933644
  0.540000,85.41055948037075,4.496707867064725,4.496707867064725,4.496707867064725,0.3664389736033188,0.3664389736033188,0.3664389736033188
  0.550000,85.16828402088379,4.564991734605915,4.564991734605915,4.564991734605915,0.3789135927719597,0.3789135927719597,0.3789135927719597
  0.560000,84.92693793259409,4.632799485246363,4.632799485246363,4.632799485246363,0.3915545384618136,0.3915545384618136,0.3915545384618136
  0.570000,84.68651721907254,4.700134229025003,4.700134229025003,4.700134229025003,0.4043600327955691,0.4043600327955691,0.4043600327955691
  0.580000,84.44701770403154,4.76699925708443,4.76699925708443,4.76699925708443,0.4173281767295433,0.4173281767295433,0.4173281767295433
  0.590000,84.20843523505111,4.833397835786117,4.833397835786117,4.833397835786117,0.4304570880453885,0.4304570880453885,0.4304570880453885
  0.600000,83.9707656835788,4.899333206710401,4.899333206710401,4.899333206710401,0.4437449013500934,0.4437449013500934,0.4437449013500934
  0.610000,83.73400494492974,4.964808586656491,4.964808586656491,4.964808586656491,0.4571897680759819,0.4571897680759819,0.4571897680759819
  0.620000,83.49814893828662,5.029827167642466,5.029827167642466,5.029827167642466,0.4707898564807141,0.4707898564807141,0.4707898564807141
  0.630000,83.26319347677759,5.094392262363582,5.094392262363582,5.094392262363582,0.4845432494558983,0.4845432494558983,0.4845432494558983
  0.640000,83.02913451946489,5.158507022070593,5.158507022070593,5.158507022070593,0.4984481427310036,0.4984481427310036,0.4984481427310036
  0.650000,82.79596808441509,5.222174533894742,5.222174533894742,5.222174533894742,0.512502776497924,0.512502776497924,0.512502776497924
  0.660000,82.56369016557272,5.285397913914353,5.285397913914353,5.285397913914353,0.5267053700272614,0.5267053700272614,0.5267053700272614
  0.670000,82.33229677920137,5.348180255160297,5.348180255160297,5.348180255160297,0.5410541581969621,0.5410541581969621,0.5410541581969621
  0.680000,82.10178396388369,5.410524627615996,5.410524627615996,5.410524627615996,0.5555473914923169,0.5555473914923169,0.5555473914923169
  0.690000,81.87214778052142,5.472434078217417,5.472434078217417,5.472434078217417,0.5701833360059602,0.5701833360059602,0.5701833360059602
  0.700000,81.64338429180798,5.533911656884832,5.533911656884832,5.533911656884832,0.5849602542500174,0.5849602542500174,0.5849602542500174
  0.710000,81.41548952673207,5.59496046153782,5.59496046153782,5.59496046153782,0.5998763719758052,0.5998763719758052,0.5998763719758052
  0.720000,81.18845965683464,5.655583414574521,5.655583414574521,5.655583414574521,0.614930042929671,0.614930042929671,0.614930042929671
  0.730000,80.96229082177643,5.715783484078515,5.715783484078515,5.715783484078515,0.6301195858026948,0.6301195858026948,0.6301195858026948
  0.740000,80.73697918272298,5.775563616118565,5.775563616118565,5.775563616118565,0.6454433341321494,0.6454433341321494,0.6454433341321494
  0.750000,80.51252092234458,5.834926734748623,5.834926734748623,5.834926734748623,0.6608996363015003,0.6608996363015003,0.6608996363015003
  0.760000,80.2889122448163,5.893875742007824,5.893875742007824,5.893875742007824,0.6764868555404063,0.6764868555404063,0.6764868555404063
  0.770000,80.06614937581803,5.952413517920494,5.952413517920494,5.952413517920494,0.6922033699247189,0.6922033699247189,0.6922033699247189
  0.780000,79.8442284916047,6.010543009386829,6.010543009386829,6.010543009386829,0.7080475071712705,0.7080475071712705,0.7080475071712705
  0.790000,79.623145871128,6.068267039540613,6.068267039540613,6.068267039540613,0.7240176844823403,0.7240176844823403,0.7240176844823403
  0.800000,79.40289781182128,6.12558841328944,6.12558841328944,6.12558841328944,0.7401123311272791,0.7401123311272791,0.7401123311272791
  0.810000,79.18348061545983,6.182509935034923,6.182509935034923,6.182509935034923,0.7563298754439591,0.7563298754439591,0.7563298754439591
  0.820000,78.9648906045864,6.239034388087925,6.239034388087925,6.239034388087925,0.7726687599386057,0.7726687599386057,0.7726687599386057
  0.830000,78.74712412251114,6.295164534668553,6.295164534668553,6.295164534668553,0.7891274412857983,0.7891274412857983,0.7891274412857983
  0.840000,78.53017753331164,6.350903115906164,6.350903115906164,6.350903115906164,0.8057043903284695,0.8057043903284695,0.8057043903284695
  0.850000,78.31404716200173,6.4062529220947,6.4062529220947,6.4062529220947,0.8223980417614366,0.8223980417614366,0.8223980417614366
  0.860000,78.0987292923877,6.461216795209791,6.461216795209791,6.461216795209791,0.8392067923286652,0.8392067923286652,0.8392067923286652
  0.870000,77.88422044566983,6.515797301768089,6.515797301768089,6.515797301768089,0.856129235119536,0.856129235119536,0.856129235119536
  0.880000,77.67051705831359,6.569997111078752,6.569997111078752,6.569997111078752,0.8731638886673068,0.8731638886673068,0.8731638886673068
  0.890000,77.45761558740666,6.623818871530816,6.623818871530816,6.623818871530816,0.8903092855513828,0.8903092855513828,0.8903092855513828
  0.900000,77.24551251065878,6.6772652105932,6.6772652105932,6.6772652105932,0.9075639723973166,0.9075639723973166,0.9075639723973166
  0.910000,77.03420432640181,6.730338734814699,6.730338734814699,6.730338734814699,0.9249265098768079,0.9249265098768079,0.9249265098768079
  0.920000,76.82368755358971,6.783042029823991,6.783042029823991,6.783042029823991,0.9423954727077037,0.9423954727077037,0.9423954727077037
  0.930000,76.61395873179858,6.835377660329636,6.835377660329636,6.835377660329636,0.9599694496539984,0.9599694496539984,0.9599694496539984
  0.940000,76.40501442122661,6.887348170120069,6.887348170120069,6.887348170120069,0.9776470435258336,0.9776470435258336,0.9776470435258336
  0.950000,76.19685120269412,6.93895608206361,6.93895608206361,6.93895608206361,0.9954268711794984,0.9954268711794984,0.9954268711794984
  0.960000,75.98946567764352,6.990203898108458,6.990203898108458,6.990203898108458,1.013307563517428,1.013307563517428,1.013307563517428
  0.970000,75.78285402227435,7.041094616250499,7.041094616250499,7.041094616250499,1.031287397224745,1.031287397224745,1.031287397224745
  0.980000,75.57701307007878,7.091630475364082,7.091630475364082,7.091630475364082,1.04936518889256,1.04936518889256,1.04936518889256
  0.990000,75.37193954258953,7.141813847128049,7.141813847128049,7.141813847128049,1.067539659651972,1.067539659651972,1.067539659651972
  1.000000,75.16763009888405,7.191647178626956,7.191647178626956,7.191647178626956,1.085809476062256,1.085809476062256,1.085809476062256
  1.010000,74.96408141747952,7.24113289739616,7.24113289739616,7.24113289739616,1.104173317752249,1.104173317752249,1.104173317752249
  1.020000,74.76129019633288,7.290273411421823,7.290273411421823,7.290273411421823,1.122629877420356,1.122629877420356,1.122629877420356
  1.030000,74.55925315284082,7.339071109140913,7.339071109140913,7.339071109140913,1.141177860834548,1.141177860834548,1.141177860834548
  1.040000,74.35796702383976,7.3875283594412,7.3875283594412,7.3875283594412,1.159815986832358,1.159815986832358,1.159815986832358
  1.050000,74.15742856560587,7.43564751166126,7.43564751166126,7.43564751166126,1.17854298732089,1.17854298732089,1.17854298732089
  1.060000,73.95763455385504,7.483430895590473,7.483430895590473,7.483430895590473,1.19735760727681,1.19735760727681,1.19735760727681
  1.070000,73.75858178374294,7.530880821469022,7.530880821469022,7.530880821469022,1.216258604746351,1.216258604746351,1.216258604746351
  1.080000,73.56026686252586,7.577999820844123,7.577999820844123,7.577999820844123,1.235244579072527,1.235244579072527,1.235244579072527
  1.090000,73.3626862745833,7.624790571036391,7.624790571036391,7.624790571036391,1.254314024763875,1.254314024763875,1.254314024763875
  1.100000,73.16583720275801,7.671254941026973,7.671254941026973,7.671254941026973,1.273466011944475,1.273466011944475,1.273466011944475
  1.110000,72.96971649002352,7.717395197640455,7.717395197640455,7.717395197640455,1.292699326133733,1.292699326133733,1.292699326133733
  1.120000,72.77432099722294,7.763213589976177,7.763213589976177,7.763213589976177,1.31201276461982,1.31201276461982,1.31201276461982
  1.130000,72.57964760306906,7.808712349408243,7.808712349408243,7.808712349408243,1.33140513645967,1.33140513645967,1.33140513645967
  1.140000,72.3856932041442,7.853893689585518,7.853893689585518,7.853893689585518,1.350875262478984,1.350875262478984,1.350875262478984
  1.150000,72.19245471490032,7.898759806431626,7.898759806431626,7.898759806431626,1.370421975272225,1.370421975272225,1.370421975272225
  1.160000,71.99992906765895,7.943312878144954,7.943312878144954,7.943312878144954,1.390044119202621,1.390044119202621,1.390044119202621
  1.170000,71.80811321261129,7.987555065198647,7.987555065198647,7.987555065198647,1.409740550402165,1.409740550402165,1.409740550402165
  1.180000,71.61700411781807,8.031488510340614,8.031488510340614,8.031488510340614,1.429510136771615,1.429510136771615,1.429510136771615
  1.190000,71.42659876920968,8.075115338593521,8.075115338593521,8.075115338593521,1.449351757980493,1.449351757980493,1.449351757980493
  1.200000,71.23689336346307,8.118438590946134,8.118438590946134,8.118438590946134,1.469263640761833,1.469263640761833,1.469263640761833
  1.210000,71.04788531189628,8.161459906203669,8.161459906203669,8.161459906203669,1.489245009233612,1.489245009233612,1.489245009233612
  1.220000,70.85957175687318,8.204181237255138,8.204181237255138,8.204181237255138,1.509294863061816,1.509294863061816,1.509294863061816
  1.230000,70.67194972307864,8.246604676068589,8.246604676068589,8.246604676068589,1.529412102050576,1.529412102050576,1.529412102050576
  1.240000,70.48501625255746,8.288732297474954,8.288732297474954,8.288732297474954,1.549595637354536,1.549595637354536,1.549595637354536
  1.250000,70.29876840481889,8.330566159047141,8.330566159047141,8.330566159047141,1.569844391564958,1.569844391564958,1.569844391564958
  1.260000,70.11320325694096,8.372108300979122,8.372108300979122,8.372108300979122,1.590157298795817,1.590157298795817,1.590157298795817
  1.270000,69.92831790367504,8.413360745965024,8.413360745965024,8.413360745965024,1.610533304769913,1.610533304769913,1.610533304769913
  1.280000,69.74410945755021,8.454325499078234,8.454325499078234,8.454325499078234,1.630971366904962,1.630971366904962,1.630971366904962
  1.290000,69.5605750489777,8.495004547650472,8.495004547650472,8.495004547650472,1.651470454399709,1.651470454399709,1.651470454399709
  1.300000,69.37771182635538,8.5353998611509,8.5353998611509,8.5353998611509,1.672029548320022,1.672029548320022,1.672029548320022
  1.310000,69.19551695617216,8.575513391065204,8.575513391065204,8.575513391065204,1.692647641684997,1.692647641684997,1.692647641684997
  1.320000,69.01398762311243,8.615347070774694,8.615347070774694,8.615347070774694,1.713323739553063,1.713323739553063,1.713323739553063
  1.330000,68.83312103016054,8.654902815435392,8.654902815435392,8.654902815435392,1.73405685910808,1.73405685910808,1.73405685910808
  1.340000,68.65291439870521,8.694182521857122,8.694182521857122,8.694182521857122,1.75484602974544,1.75484602974544,1.75484602974544
  1.350000,68.47336496864398,8.733188068382606,8.733188068382606,8.733188068382606,1.775690293158176,1.775690293158176,1.775690293158176
  1.360000,68.29446999848764,8.771921314766558,8.771921314766558,8.771921314766558,1.796588703423057,1.796588703423057,1.796588703423057
  1.370000,68.11622676546472,8.810384102054773,8.810384102054773,8.810384102054773,1.817540327086693,1.817540327086693,1.817540327086693
  1.380000,67.93863256562585,8.848578252463218,8.848578252463218,8.848578252463218,1.83854424325164,1.83854424325164,1.83854424325164
  1.390000,67.7616847139483,8.88650556925713,8.88650556925713,8.88650556925713,1.859599543662495,1.859599543662495,1.859599543662495
  1.400000,67.5853779615028,8.924170814172008,8.924170814172008,8.924170814172008,1.880703216119977,1.880703216119977,1.880703216119977
  1.410000,67.40971145484703,8.961573684808855,8.961573684808855,8.961573684808855,1.901855847582367,1.901855847582367,1.901855847582367
  1.420000,67.23468268193197,8.998715793632318,8.998715793632318,8.998715793632318,1.923056662942407,1.923056662942407,1.923056662942407
  1.430000,67.0602889667889,9.03559894493462,9.03559894493462,9.03559894493462,1.944304749897616,1.944304749897616,1.944304749897616
  1.440000,66.88652764959724,9.072224927257638,9.072224927257638,9.072224927257638,1.96559920651322,1.96559920651322,1.96559920651322
  1.450000,66.71339608674086,9.108595513327447,9.108595513327447,9.108595513327447,1.986939141268852,1.986939141268852,1.986939141268852
  1.460000,66.54089165086447,9.144712459988831,9.144712459988831,9.144712459988831,2.008323673105238,2.008323673105238,2.008323673105238
  1.470000,66.36901173092996,9.180577508139825,9.180577508139825,9.180577508139825,2.029751931470901,2.029751931470901,2.029751931470901
  1.480000,66.19775373227274,9.216192382666229,9.216192382666229,9.216192382666229,2.051223056368847,2.051223056368847,2.051223056368847
  1.490000,66.02711507665815,9.251558792376144,9.251558792376144,9.251558792376144,2.072736198403266,2.072736198403266,2.072736198403266
  1.500000,65.85709320233772,9.286678429934502,9.286678429934502,9.286678429934502,2.094290518826221,2.094290518826221,2.094290518826221
  1.510000,65.68768556410561,9.321552971797583,9.321552971797583,9.321552971797583,2.115885189584346,2.115885189584346,2.115885189584346
  1.520000,65.5188896333549,9.356184078147551,9.356184078147551,9.356184078147551,2.137519393365541,2.137519393365541,2.137519393365541
  1.530000,65.35070289813402,9.39057339282698,9.39057339282698,9.39057339282698,2.159192323645661,2.159192323645661,2.159192323645661
  1.540000,65.18312286320297,9.424722543273381,9.424722543273381,9.424722543273381,2.180903184735218,2.180903184735218,2.180903184735218
  1.550000,65.01614705008986,9.458633140453726,9.458633140453726,9.458633140453726,2.202651191826069,2.202651191826069,2.202651191826069
  1.560000,64.84977299714707,9.492306778798982,9.492306778798982,9.492306778798982,2.224435571038115,2.224435571038115,2.224435571038115
  1.570000,64.68399825960778,9.525745036138636,9.525745036138636,9.525745036138636,2.246255559465992,2.246255559465992,2.246255559465992
  1.580000,64.51882040964216,9.558949473635217,9.558949473635217,9.558949473635217,2.268110405225769,2.268110405225769,2.268110405225769
  1.590000,64.354236980092,9.591921700423804,9.591921700423804,9.591921700423804,2.289999321567545,2.289999321567545,2.289999321567545
  1.600000,64.19024223907552,9.624667079083984,9.624667079083984,9.624667079083984,2.311918856359138,2.311918856359138,2.311918856359138
  1.610000,64.02683647966055,9.657184053262892,9.657184053262892,9.657184053262892,2.333870468412411,2.333870468412411,2.333870468412411
  1.620000,63.864017267262,9.689474203040797,9.689474203040797,9.689474203040797,2.355853389174084,2.355853389174084,2.355853389174084
  1.630000,63.70178218039764,9.721539096232336,9.721539096232336,9.721539096232336,2.377866857988884,2.377866857988884,2.377866857988884
  1.640000,63.54012881064999,9.753380288429472,9.753380288429472,9.753380288429472,2.399910122069265,2.399910122069265,2.399910122069265
  1.650000,63.37905476262825,9.784999323044477,9.784999323044477,9.784999323044477,2.421982436465111,2.421982436465111,2.421982436465111
  1.660000,63.21855765393035,9.816397731352897,9.816397731352897,9.816397731352897,2.444083064033453,2.444083064033453,2.444083064033453
  1.670000,63.05863511510483,9.847577032536517,9.847577032536517,9.847577032536517,2.466211275408175,2.466211275408175,2.466211275408175
  1.680000,62.89928478961286,9.878538733726339,9.878538733726339,9.878538733726339,2.48836634896973,2.48836634896973,2.48836634896973
  1.690000,62.74050433379015,9.909284330045548,9.909284330045548,9.909284330045548,2.510547570814847,2.510547570814847,2.510547570814847
  1.700000,62.58229141680894,9.939815304652479,9.939815304652479,9.939815304652479,2.532754234726247,2.532754234726247,2.532754234726247
  1.710000,62.42464372063996,9.970133128783594,9.970133128783594,9.970133128783594,2.554985642142347,2.554985642142347,2.554985642142347
  1.720000,62.26755894001439,10.00023926179645,10.00023926179645,10.00023926179645,2.577241102126977,2.577241102126977,2.577241102126977
  1.730000,62.1110347823858,10.03013515121265,10.03013515121265,10.03013515121265,2.599519931339091,2.599519931339091,2.599519931339091
  1.740000,61.95506896789215,10.05982223276086,10.05982223276086,10.05982223276086,2.621821454002474,2.621821454002474,2.621821454002474
  1.750000,61.79965922931771,10.08930193041973,10.08930193041973,10.08930193041973,2.644145001875455,2.644145001875455,2.644145001875455
  1.760000,61.64480331205505,10.11857565646088,10.11857565646088,10.11857565646088,2.66648991422062,2.66648991422062,2.66648991422062
  1.770000,61.49049897406696,10.14764481149188,10.14764481149188,10.14764481149188,2.688855537774522,2.688855537774522,2.688855537774522
  1.780000,61.33674398584849,10.17651078449922,10.17651078449922,10.17651078449922,2.711241226717391,2.711241226717391,2.711241226717391
  1.790000,61.18353596276558,10.20517514272202,10.20517514272202,10.20517514272202,2.733646208696682,2.733646208696682,2.733646208696682
  1.800000,61.03087130261182,10.23364083485305,10.23364083485305,10.23364083485305,2.756068735838596,2.756068735838596,2.756068735838596
  1.810000,60.87874901946244,10.26190784925664,10.26190784925664,10.26190784925664,2.778509148345315,2.778509148345315,2.778509148345315
  1.820000,60.72716689659404,10.28997757072904,10.28997757072904,10.28997757072904,2.800966800329007,2.800966800329007,2.800966800329007
  1.830000,60.57612272758357,10.31785137497243,10.31785137497243,10.31785137497243,2.823441051562604,2.823441051562604,2.823441051562604
  1.840000,60.42561431622163,10.34553062869298,10.34553062869298,10.34553062869298,2.845931267410609,2.845931267410609,2.845931267410609
  1.850000,60.27563947642566,10.37301668969902,10.37301668969902,10.37301668969902,2.868436818759889,2.868436818759889,2.868436818759889
  1.860000,60.12619603215332,10.40031090699909,10.40031090699909,10.40031090699909,2.890957081950485,2.890957081950485,2.890957081950485
  1.870000,59.97728181731568,10.42741462090014,10.42741462090014,10.42741462090014,2.9134914387064,2.9134914387064,2.9134914387064
  1.880000,59.82889467569048,10.45432916310557,10.45432916310557,10.45432916310557,2.936039276066409,2.936039276066409,2.936039276066409
  1.890000,59.68103246083543,10.48105585681339,10.48105585681339,10.48105585681339,2.958599986314853,2.958599986314853,2.958599986314853
  1.900000,59.53369303600149,10.50759601681431,10.50759601681431,10.50759601681431,2.981172966912442,2.981172966912442,2.981172966912442
  1.910000,59.38687427404609,10.53395094958987,10.53395094958987,10.53395094958987,3.003757620427052,3.003757620427052,3.003757620427052
  1.920000,59.24057405734641,10.56012195341056,10.56012195341056,10.56012195341056,3.026353354464527,3.026353354464527,3.026353354464527
  1.930000,59.09479027771269,10.58611031843391,10.58611031843391,10.58611031843391,3.048959581599481,3.048959581599481,3.048959581599481
  1.940000,58.94952083630142,10.61191732680265,10.61191732680265,10.61191732680265,3.071575719306092,3.071575719306092,3.071575719306092
  1.950000,58.80476364352867,10.63754425274277,10.63754425274277,10.63754425274277,3.094201189888909,3.094201189888909,3.094201189888909
  1.960000,58.66051661898334,10.66299236266167,10.66299236266167,10.66299236266167,3.116835420413647,3.116835420413647,3.116835420413647
  1.970000,58.51677769134041,10.6882629152463,10.6882629152463,10.6882629152463,3.139477842637987,3.139477842637987,3.139477842637987
  1.980000,58.37354479827422,10.7133571615612,10.7133571615612,10.7133571615612,3.16212789294238,3.16212789294238,3.16212789294238
  1.990000,58.23081595341713,10.73827626188704,10.73827626188704,10.73827626188704,3.184785073161358,3.184785073161358,3.184785073161358
  2.000000,58.08858935945867,10.76302114525997,10.76302114525997,10.76302114525997,3.207449053326431,3.207449053326431,3.207449053326431
  2.010000,57.9468627445675,10.78759333351967,10.78759333351967,10.78759333351967,3.230119068916298,3.230119068916298,3.230119068916298
  2.020000,57.80563408958035,10.81199403824758,10.81199403824758,10.81199403824758,3.252794581406568,3.252794581406568,3.252794581406568
  2.030000,57.66490138434197,10.83622446334402,10.83622446334402,10.83622446334402,3.275475056951462,3.275475056951462,3.275475056951462
  2.040000,57.52466262762903,10.86028580511316,10.86028580511316,10.86028580511316,3.298159966324176,3.298159966324176,3.298159966324176
  2.050000,57.38491582707386,10.88417925234807,10.88417925234807,10.88417925234807,3.320848784857245,3.320848784857245,3.320848784857245
  2.060000,57.24565899908824,10.90790598641582,10.90790598641582,10.90790598641582,3.343540992382904,3.343540992382904,3.343540992382904
  2.070000,57.10689016878722,10.93146718134243,10.93146718134243,10.93146718134243,3.366236073173458,3.366236073173458,3.366236073173458
  2.080000,56.96860736991292,10.95486400389799,10.95486400389799,10.95486400389799,3.388933515881637,3.388933515881637,3.388933515881637
  2.090000,56.83080864475827,10.97809761368165,10.97809761368165,10.97809761368165,3.411632813480967,3.411632813480967,3.411632813480967
  2.100000,56.69349204409089,11.00116916320668,11.00116916320668,11.00116916320668,3.43433346320613,3.43433346320613,3.43433346320613
  2.110000,56.55665562707679,11.02407979798553,11.02407979798553,11.02407979798553,3.457034966493326,3.457034966493326,3.457034966493326
  2.120000,56.42029746120428,11.04683065661483,11.04683065661483,11.04683065661483,3.47973682892064,3.47973682892064,3.47973682892064
  2.130000,56.28441562220763,11.06942287086044,11.06942287086044,11.06942287086044,3.502438560148404,3.502438560148404,3.502438560148404
  2.140000,56.14900819399099,11.09185756574254,11.09185756574254,11.09185756574254,3.52513967385956,3.52513967385956,3.52513967385956
  2.150000,56.0140732685521,11.11413585962059,11.11413585962059,11.11413585962059,3.547839687700026,3.547839687700026,3.547839687700026
  2.160000,55.8796089459061,11.13625886427845,11.13625886427845,11.13625886427845,3.570538123219055,3.570538123219055,3.570538123219055
  2.170000,55.74561333400938,11.15822768500935,11.15822768500935,11.15822768500935,3.593234505809603,3.593234505809603,3.593234505809603
  2.180000,55.61208454868331,11.18004342070099,11.18004342070099,11.18004342070099,3.615928364648691,3.615928364648691,3.615928364648691
